DATA;Brasil;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;Rondônia;Acre;Amazonas;Roraima;Pará;Amapá;Tocantins;Maranhão;Piauí;Ceará;Rio Grande do Norte;Paraíba;Pernambuco;Alagoas;Sergipe;Bahia;Minas Gerais;Espírito Santo;Rio de Janeiro;São Paulo;Paraná;Santa Catarina;Rio Grande do Sul;Mato Grosso do Sul;Mato Grosso;Goiás;Distrito Federal
01/03/2019;209587753;18346224;56971882;88147229;29897893;16224525;1770560;877939;4123332;592244;8574670;840105;1567375;7062604;3269753;9113819;3498141;4009867;9538731;3332955;2292301;14853711;21126786;4003078;17228004;45789361;11404319;7133776;11359799;2768404;3469413;6987752;2998957
01/04/2019;209723012;18366113;56997242;88201460;29916227;16241969;1772176;878986;4128634;593993;8582044;841459;1568820;7065883;3270446;9118440;3500449;4011638;9543706;3334143;2293986;14858549;21137260;4006886;17236541;45820773;11411322;7141154;11363751;2770958;3472917;6995783;3002312
01/05/2019;209858053;18385984;57022559;88255585;29934531;16259393;1773791;880033;4133931;595744;8589409;842812;1570264;7069160;3271136;9123055;3502753;4013409;9548675;3335329;2295669;14863374;21147710;4010690;17245061;45852125;11418316;7148523;11367692;2773508;3476419;7003803;3005663
01/06/2019;209992873;18405836;57047834;88309603;29952804;16276796;1775403;881079;4139224;597495;8596764;844163;1571707;7072432;3271824;9127663;3505053;4015178;9553635;3336512;2297350;14868185;21158136;4014489;17253562;45883416;11425298;7155885;11371621;2776056;3479918;7011811;3009011
01/07/2019;210127469;18425669;57073064;88363512;29971046;16294178;1777013;882125;4144511;599247;8604110;845514;1573148;7075702;3272510;9132265;3507349;4016948;9558589;3337692;2299029;14872981;21168537;4018284;17262046;45914646;11432269;7163239;11375538;2778601;3483414;7019809;3012355
01/08/2019;210261839;18445483;57098250;88417312;29989256;16311539;1778622;883169;4149794;601000;8611447;846863;1574588;7078967;3273194;9136859;3509640;4018716;9563536;3338869;2300705;14877763;21178913;4022074;17270512;45945814;11439230;7170585;11379442;2781142;3486907;7027794;3015695
01/09/2019;210395980;18465277;57123390;88471001;30007435;16328877;1780228;884213;4155071;602753;8618774;848211;1576026;7082229;3273876;9141447;3511927;4020483;9568475;3340044;2302378;14882531;21189263;4025859;17278959;45976920;11446179;7177922;11383334;2783681;3490398;7035768;3019031
01/10/2019;210529889;18485051;57148485;88524579;30025580;16346194;1781833;885255;4160344;604506;8626092;849557;1577464;7085488;3274555;9146027;3514210;4022249;9573406;3341216;2304049;14887284;21199588;4029640;17287388;46007963;11453116;7185251;11387213;2786216;3493885;7043730;3022363
01/11/2019;210663562;18504805;57173533;88578043;30043693;16363489;1783435;886297;4165611;606258;8633400;850903;1578900;7088742;3275232;9150599;3516489;4024014;9578330;3342385;2305718;14892022;21209887;4033416;17295797;46038942;11460042;7192571;11391079;2788748;3497370;7051680;3025691
01/12/2019;210796998;18524538;57198533;88631394;30061772;16380762;1785035;887338;4170874;608010;8640699;852247;1580334;7091993;3275907;9155165;3518764;4025778;9583246;3343552;2307384;14896745;21220160;4037187;17304188;46069859;11466956;7199883;11394933;2791277;3500851;7059619;3029015
01/01/2020;210930193;18544249;57223486;88684629;30079817;16398011;1786633;888379;4176131;609762;8647988;853590;1581767;7095240;3276580;9159722;3521034;4027541;9588154;3344716;2309047;14901453;21230407;4040954;17312559;46100710;11473859;7207185;11398774;2793803;3504329;7067545;3032335
01/02/2020;211063145;18563940;57248390;88737749;30097828;16415238;1788228;889418;4181383;611512;8655268;854932;1583199;7098483;3277250;9164272;3523300;4029302;9593054;3345877;2310707;14906145;21240626;4044716;17320910;46131498;11480749;7214478;11402601;2796326;3507803;7075459;3035650
01/03/2020;211195851;18583608;57273245;88790751;30115804;16432442;1789822;890456;4186630;613261;8662537;856272;1584629;7101722;3277917;9168813;3525561;4031061;9597947;3347036;2312366;14910822;21250819;4048472;17329240;46162219;11487626;7221763;11406415;2798845;3511275;7083361;3038962
01/04/2020;211328308;18603255;57298051;88843635;30133745;16449622;1791413;891494;4191872;615009;8669797;857611;1586058;7104957;3278583;9173347;3527818;4032819;9602831;3348192;2314021;14915483;21260985;4052224;17337551;46192876;11494492;7229037;11410216;2801361;3514742;7091251;3042269
01/05/2020;211460513;18622878;57322805;88896400;30151650;16466779;1793002;892531;4197108;616756;8677047;858949;1587486;7108188;3279245;9177872;3530071;4034575;9607707;3349345;2315674;14920129;21271123;4055970;17345841;46223466;11501345;7236303;11414003;2803873;3518207;7099128;3045572
01/06/2020;211592463;18642479;57347509;88949044;30169519;16483912;1794589;893566;4202340;618500;8684288;860285;1588912;7111414;3279905;9182389;3532320;4036329;9612575;3350495;2317324;14924758;21281234;4059711;17354110;46253989;11508185;7243558;11417776;2806382;3521667;7106992;3048870
01/07/2020;211724156;18662057;57372160;89001566;30187352;16501020;1796173;894601;4207566;620243;8691518;861621;1590336;7114637;3280563;9186897;3534564;4038082;9617434;3351642;2318971;14929371;21291316;4063448;17362358;46284445;11515012;7250804;11421536;2808888;3525124;7114844;3052164
01/08/2020;211855588;18681611;57396759;89053966;30205147;16518105;1797755;895635;4212786;621983;8698739;862955;1591759;7117855;3281218;9191397;3536803;4039832;9622285;3352787;2320615;14933968;21301370;4067178;17370584;46314834;11521826;7258040;11425282;2811390;3528578;7122683;3055454
01/09/2020;211986757;18701141;57421305;89106242;30222905;16535164;1799334;896668;4218002;623720;8705949;864287;1593180;7121068;3281870;9195888;3539038;4041580;9627127;3353928;2322257;14938548;21311395;4070904;17378789;46345154;11528626;7265266;11429013;2813888;3532027;7130510;3058739
01/10/2020;212117661;18720647;57445796;89158393;30240626;16552199;1800911;897701;4223212;625455;8713150;865618;1594600;7124277;3282519;9200370;3541268;4043326;9631961;3355067;2323896;14943112;21321392;4074624;17386971;46375406;11535413;7272482;11432730;2816383;3535473;7138323;3062020
01/11/2020;212248295;18740128;57470234;89210418;30258307;16569208;1802485;898732;4228416;627187;8720340;866948;1596018;7127482;3283166;9204842;3543494;4045070;9636786;3356204;2325532;14947658;21331360;4078338;17395132;46405589;11542187;7279687;11436433;2818875;3538914;7146123;3065296
01/12/2020;212378658;18759583;57494616;89262316;30275950;16586192;1804057;899762;4233615;628916;8727520;868277;1597435;7130682;3283810;9209306;3545716;4046811;9641602;3357337;2327165;14952188;21341298;4082047;17403269;46435702;11548947;7286882;11440122;2821362;3542352;7153911;3068567
01/01/2021;212508746;18779014;57518942;89314086;30293554;16603150;1805627;900792;4238809;630642;8734691;869604;1598850;7133877;3284451;9213759;3547932;4048550;9646409;3358467;2328796;14956700;21351206;4085751;17411384;46465745;11555693;7294066;11443795;2823846;3545786;7161685;3071834
01/02/2021;212638558;18798418;57543212;89365727;30311118;16620083;1807193;901820;4243997;632364;8741851;870930;1600263;7137068;3285089;9218204;3550144;4050286;9651207;3359595;2330423;14961195;21361085;4089449;17419476;46495717;11562424;7301240;11447454;2826327;3549215;7169445;3075095
01/03/2021;212768089;18817797;57567424;89417237;30328642;16636989;1808758;902848;4249179;634082;8749000;872255;1601675;7140254;3285724;9222639;3552352;4052019;9655996;3360720;2332048;14965673;21370933;4093141;17427545;46525618;11569142;7308402;11451098;2828803;3552640;7177193;3078353
01/04/2021;212897337;18837149;57591579;89468616;30346125;16653868;1810319;903875;4254356;635796;8756140;873578;1603085;7143435;3286357;9227063;3554555;4053750;9660776;3361842;2333669;14970133;21380751;4096827;17435590;46555447;11575845;7315554;11454727;2831276;3556061;7184926;3081605
01/05/2021;213026299;18856474;57615675;89519862;30363567;16670721;1811878;904900;4259528;637505;8763269;874900;1604494;7146611;3286986;9231478;3556753;4055478;9665546;3362961;2335288;14974575;21390538;4100508;17443611;46585205;11582533;7322694;11458341;2833745;3559477;7192647;3084852
01/06/2021;213154973;18875772;57639712;89570974;30380968;16687547;1813434;905925;4264694;639210;8770388;876221;1605900;7149783;3287613;9235883;3558946;4057203;9670307;3364077;2336903;14978999;21400295;4104182;17451608;46614890;11589206;7329823;11461939;2836210;3562889;7200353;3088095
01/07/2021;213283356;18895042;57663689;89621952;30398327;16704346;1814987;906949;4269854;640911;8777496;877540;1607305;7152949;3288236;9240277;3561135;4058924;9675058;3365190;2338516;14983404;21410019;4107851;17459580;46644502;11595865;7336940;11465522;2838671;3566297;7208046;3091332
01/08/2021;213411444;18914284;57687606;89672793;30415643;16721117;1816538;907972;4275008;642606;8784594;878858;1608708;7156110;3288856;9244661;3563319;4060643;9679800;3366300;2340125;14987791;21419713;4111513;17467528;46674040;11602509;7344046;11469089;2841128;3569700;7215725;3094565
01/09/2021;213539236;18933498;57711462;89723498;30432917;16737861;1818085;908994;4280157;644296;8791682;880174;1610110;7159266;3289473;9249035;3565498;4062358;9684532;3367408;2341731;14992160;21429374;4115170;17475450;46703504;11609137;7351140;11472640;2843581;3573098;7223389;3097793
01/10/2021;213666727;18952684;57735255;89774065;30450147;16754577;1819630;910015;4285300;645981;8798759;881489;1611510;7162417;3290087;9253397;3567673;4064070;9689255;3368512;2343335;14996510;21439004;4118820;17483348;46732894;11615749;7358222;11476176;2846031;3576491;7231040;3101015
01/11/2021;213793916;18971840;57758987;89824492;30467333;16771264;1821172;911035;4290437;647660;8805825;882803;1612908;7165562;3290698;9257749;3569842;4065778;9693967;3369614;2344935;15000841;21448601;4122464;17491219;46762208;11622347;7365292;11479695;2848476;3579880;7238677;3104232
01/12/2021;213920800;18990967;57782655;89874779;30484476;16787923;1822711;912054;4295569;649333;8812881;884115;1614304;7168703;3291305;9262090;3572007;4067483;9698669;3370712;2346532;15005154;21458165;4126102;17499065;46791447;11628928;7372349;11483199;2850917;3583264;7246299;3107444
01/01/2022;214047375;19010064;57806259;89924925;30501574;16804553;1824247;913072;4300694;651000;8819926;885426;1615698;7171837;3291909;9266419;3574166;4069185;9703362;3371808;2348126;15009446;21467697;4129733;17506885;46820610;11635493;7379395;11486686;2853354;3586643;7253907;3110651
01/02/2022;214173639;19029131;57829798;89974929;30518626;16821155;1825780;914089;4305814;652661;8826960;886735;1617091;7174967;3292510;9270738;3576321;4070882;9708044;3372900;2349716;15013720;21477195;4133358;17514679;46849697;11642042;7386428;11490156;2855786;3590016;7261500;3113852
01/03/2022;214299589;19048167;57853273;90024789;30535633;16837727;1827310;915105;4310928;654315;8833984;888043;1618481;7178091;3293108;9275045;3578471;4072576;9712716;3373990;2351304;15017974;21486660;4136977;17522446;46878706;11648575;7393448;11493610;2858215;3593385;7269079;3117048
01/04/2022;214425222;19067173;57876682;90074504;30552594;16854269;1828838;916121;4316035;655963;8840997;889350;1619870;7181209;3293702;9279340;3580616;4074266;9717377;3375076;2352888;15022208;21496091;4140589;17530186;46907638;11655092;7400455;11497047;2860639;3596749;7276643;3120239
01/05/2022;214550536;19086147;57900024;90124073;30569509;16870782;1830361;917135;4321137;657603;8847999;890655;1621257;7184321;3294292;9283623;3582756;4075951;9722028;3376160;2354468;15026423;21505488;4144194;17537898;46936492;11661592;7407450;11500468;2863059;3600107;7284192;3123424
01/06/2022;214675527;19105090;57923299;90173496;30586377;16887265;1831882;918148;4326233;659237;8854990;891958;1622642;7187428;3294879;9287895;3584891;4077633;9726669;3377240;2356046;15030617;21514851;4147793;17545584;46965268;11668075;7414431;11503871;2865475;3603460;7291726;3126604
01/07/2022;214800193;19124001;57946507;90222770;30603198;16903717;1833400;919160;4331323;660862;8861970;893261;1624025;7190529;3295463;9292155;3587021;4079310;9731299;3378318;2357620;15034791;21524179;4151385;17553241;46993964;11674541;7421399;11507258;2867886;3606807;7299246;3129778
01/08/2022;214924531;19142879;57969646;90271896;30619971;16920140;1834914;920171;4336407;662481;8868939;894561;1625406;7193625;3296043;9296402;3589146;4080983;9735918;3379392;2359191;15038945;21533473;4154971;17560871;47022581;11680990;7428354;11510626;2870293;3610149;7306750;3132947
01/09/2022;215048538;19161725;57992716;90320871;30636695;16936531;1836426;921181;4341485;664091;8875897;895861;1626785;7196714;3296620;9300637;3591266;4082652;9740526;3380464;2360758;15043078;21542731;4158549;17568472;47051119;11687421;7435296;11513978;2872696;3613486;7314239;3136110
01/10/2022;215172212;19180538;58015716;90369695;30653371;16952891;1837934;922190;4346556;665693;8882845;897159;1628162;7199797;3297192;9304860;3593381;4084316;9745123;3381532;2362322;15047191;21551954;4162121;17576045;47079575;11693836;7442223;11517312;2875094;3616817;7321713;3139267
01/11/2022;215295549;19199318;58038645;90418367;30669998;16969220;1839439;923198;4351622;667286;8889781;898455;1629537;7202875;3297762;9309070;3595491;4085975;9749710;3382598;2363883;15051282;21561142;4165685;17583589;47107951;11700232;7449137;11520628;2877487;3620142;7329172;3142419
01/12/2022;215418546;19218064;58061504;90466886;30686575;16985518;1840940;924205;4356681;668872;8896706;899750;1630911;7205946;3298327;9313268;3597595;4087630;9754285;3383660;2365440;15055353;21570294;4169243;17591104;47136245;11706611;7456037;11523927;2879876;3623462;7336615;3145565
01/01/2023;215541202;19236776;58084290;90515249;30703103;17001783;1842438;925211;4361734;670448;8903619;901043;1632282;7209011;3298889;9317452;3599694;4089280;9758849;3384719;2366994;15059402;21579409;4172794;17598589;47164458;11712972;7462923;11527207;2882261;3626775;7344043;3148705
01/02/2023;215663512;19255453;58107005;90563458;30719580;17018017;1843933;926216;4366781;672015;8910522;902335;1633651;7212070;3299447;9321624;3601789;4090925;9763401;3385775;2368544;15063430;21588488;4176337;17606045;47192588;11719314;7469795;11530470;2884641;3630083;7351454;3151839
01/03/2023;215785475;19274096;58129646;90611509;30736006;17034219;1845424;927220;4371822;673573;8917413;903626;1635018;7215123;3300001;9325782;3603878;4092565;9767943;3386828;2370091;15067436;21597530;4179873;17613471;47220635;11725639;7476653;11533714;2887016;3633385;7358851;3154967
01/04/2023;215907087;19292703;58152213;90659403;30752380;17050388;1846912;928223;4376856;675122;8924293;904915;1636383;7218169;3300551;9329927;3605961;4094200;9772472;3387878;2371634;15071421;21606536;4183402;17620867;47248598;11731945;7483496;11536940;2889386;3636681;7366231;3158090
01/05/2023;216028345;19311275;58174706;90707137;30768703;17066524;1848397;929225;4381884;676661;8931162;906202;1637745;7221209;3301097;9334058;3608040;4095830;9776991;3388924;2373173;15075384;21615504;4186924;17628232;47276478;11738232;7490324;11540147;2891752;3639971;7373595;3161206
01/06/2023;216149247;19329811;58197124;90754712;30784974;17082627;1849877;930225;4386906;678189;8938019;907488;1639106;7224242;3301640;9338176;3610113;4097455;9781497;3389968;2374709;15079324;21624434;4190438;17635566;47304274;11744500;7497137;11543336;2894113;3643254;7380944;3164316
01/07/2023;216269790;19348310;58219466;90802125;30801192;17098697;1851355;931225;4391921;679708;8944864;908772;1640465;7227269;3302178;9342280;3612181;4099074;9785992;3391008;2376241;15083243;21633327;4193944;17642870;47331984;11750750;7503936;11546506;2896469;3646532;7388276;3167420
01/08/2023;216389972;19366773;58241732;90849377;30817357;17114733;1852829;932224;4396930;681217;8951699;910055;1641821;7230290;3302712;9346371;3614243;4100688;9790474;3392046;2377770;15087139;21642182;4197444;17650142;47359609;11756980;7510719;11549657;2898821;3649803;7395592;3170518
01/09/2023;216509788;19385200;58263921;90896465;30833468;17130736;1854299;933221;4401932;682714;8958521;911337;1643175;7233303;3303243;9350447;3616300;4102296;9794945;3393080;2379295;15091012;21650998;4200935;17657383;47387149;11763191;7517488;11552789;2901167;3653067;7402891;3173610
01/10/2023;216629237;19403588;58286031;90943388;30849525;17146704;1855765;934218;4406928;684201;8965333;912616;1644527;7236310;3303769;9354509;3618352;4103898;9799404;3394111;2380816;15094863;21659776;4204419;17664591;47414602;11769383;7524241;11555902;2903509;3656325;7410175;3176695
01/11/2023;216748316;19421939;58308064;90990146;30865528;17162638;1857228;935213;4411917;685677;8972132;913895;1645877;7239310;3304291;9358556;3620398;4105495;9803851;3395138;2382334;15098691;21668515;4207895;17671768;47441968;11775555;7530978;11558995;2905846;3659577;7417441;3179775
01/12/2023;216867021;19440252;58330017;91036737;30881476;17178538;1858687;936207;4416900;687142;8978920;915171;1647224;7242303;3304809;9362590;3622439;4107086;9808285;3396163;2383847;15102496;21677215;4211364;17678912;47469246;11781707;7537700;11562069;2908177;3662822;7424691;3182848
01/01/2024;216985350;19458527;58351891;91083161;30897369;17194402;1860143;937200;4421877;688595;8985696;916447;1648570;7245290;3305322;9366608;3624474;4108671;9812707;3397184;2385357;15106278;21685875;4214824;17686024;47496437;11787839;7544406;11565123;2910504;3666060;7431925;3185914
01/02/2024;217103301;19476763;58373685;91129416;30913205;17210232;1861594;938193;4426846;690036;8992460;917720;1649913;7248269;3305832;9370612;3626504;4110250;9817116;3398202;2386864;15110036;21694496;4218277;17693103;47523540;11793951;7551096;11568158;2912826;3669292;7439141;3188974
01/03/2024;217220869;19494959;58395397;91175501;30928986;17226027;1863042;939184;4431809;691465;8999213;918992;1651254;7251242;3306337;9374601;3628529;4111822;9821513;3399217;2388366;15113770;21703077;4221722;17700149;47550554;11800043;7557770;11571173;2915142;3672516;7446341;3192028
01/04/2024;217338054;19513117;58417027;91221415;30944710;17241785;1864486;940173;4436766;692882;9005954;920263;1652592;7254207;3306838;9378575;3630548;4113389;9825898;3400228;2389864;15117481;21711617;4225159;17707161;47577478;11806114;7564428;11574167;2917453;3675734;7453523;3195075
01/05/2024;217454851;19531234;58438576;91267157;30960376;17257508;1865926;941162;4441716;694287;9012683;921532;1653928;7257165;3307334;9382533;3632561;4114949;9830269;3401237;2391359;15121168;21720117;4228587;17714139;47604313;11812165;7571069;11577142;2919760;3678945;7460689;3198115
01/06/2024;217571258;19549311;58460041;91312725;30975985;17273195;1867363;942150;4446659;695679;9019400;922799;1655262;7260116;3307826;9386476;3634569;4116503;9834628;3402242;2392850;15124831;21728576;4232008;17721083;47631058;11818195;7577694;11580096;2922061;3682149;7467837;3201149
01/07/2024;217687271;19567348;58481422;91358119;30991536;17288846;1868795;943136;4451595;697059;9026105;924065;1656594;7263059;3308314;9390404;3636571;4118050;9838974;3403244;2394337;15128470;21736995;4235420;17727993;47657711;11824204;7584303;11583030;2924357;3685345;7474968;3204176
01/08/2024;217802889;19585343;58502719;91403338;31007029;17304460;1870223;944122;4456524;698425;9032798;925329;1657923;7265996;3308797;9394316;3638567;4119590;9843307;3404242;2395819;15132084;21745372;4238824;17734869;47684274;11830192;7590894;11585943;2926647;3688535;7482081;3207197
01/09/2024;217918109;19603297;58523931;91448381;31022462;17320037;1871648;945106;4461447;699778;9039479;926591;1659249;7268924;3309276;9398213;3640558;4121124;9847626;3405237;2397298;15135674;21753707;4242220;17741710;47710744;11836158;7597469;11588836;2928932;3691717;7489177;3210211
01/10/2024;218032927;19621210;58545058;91493245;31037837;17335577;1873068;946089;4466363;701117;9046147;927852;1660574;7271846;3309750;9402093;3642543;4122651;9851933;3406229;2398773;15139239;21762000;4245607;17748515;47737123;11842103;7604026;11591707;2931212;3694892;7496256;3213218
01/11/2024;218147341;19639081;58566098;91537931;31053151;17351080;1874484;947071;4471272;702442;9052804;929111;1661896;7274759;3310219;9405958;3644523;4124172;9856226;3407218;2400244;15142779;21770252;4248986;17755285;47763408;11848026;7610567;11594558;2933487;3698059;7503316;3216218
01/12/2024;218261347;19656909;58587050;91582438;31068405;17366545;1875897;948052;4476174;703754;9059449;930369;1663215;7277666;3310684;9409806;3646496;4125685;9860506;3408203;2401711;15146294;21778461;4252356;17762020;47789601;11853928;7617090;11597388;2935756;3701220;7510359;3219211
01/01/2025;218374944;19674694;58607916;91626763;31083598;17381973;1877305;949032;4481069;705051;9066081;931625;1664532;7280564;3311144;9413638;3648464;4127191;9864772;3409185;2403173;15149784;21786627;4255718;17768719;47815699;11859807;7623595;11600196;2938019;3704372;7517384;3222197
01/02/2025;218488128;19692437;58628693;91670907;31098731;17397362;1878708;950010;4485957;706334;9072701;932879;1665847;7283455;3311600;9417453;3650426;4128690;9869025;3410164;2404632;15153248;21794750;4259071;17775381;47841704;11865665;7630083;11602983;2940277;3707517;7524391;3225176
01/03/2025;218600897;19710136;58649381;91714867;31113801;17412713;1880108;950987;4490838;707602;9079309;934132;1667159;7286338;3312050;9421252;3652383;4130181;9873264;3411139;2406086;15156687;21802831;4262416;17782007;47867614;11871500;7636553;11605748;2942530;3710654;7531380;3228149
01/04/2025;218713247;19727791;58669979;91758643;31128810;17428025;1881504;951964;4495712;708856;9085904;935383;1668468;7289213;3312496;9425033;3654333;4131665;9877490;3412111;2407537;15160100;21810867;4265751;17788596;47893428;11877312;7643005;11608492;2944777;3713783;7538351;3231114
01/05/2025;218825176;19745402;58690487;91802234;31143756;17443299;1882895;952939;4500579;710094;9092487;936633;1669775;7292080;3312937;9428798;3656278;4133142;9881701;3413079;2408983;15163488;21818860;4269078;17795148;47919147;11883102;7649440;11611214;2947018;3716905;7545304;3234072
01/06/2025;218936681;19762968;58710904;91845638;31158639;17458533;1884282;953913;4505439;711317;9099058;937881;1671080;7294940;3313373;9432546;3658217;4134611;9885899;3414044;2410425;15166849;21826809;4272396;17801663;47944770;11888869;7655855;11613914;2949254;3720019;7552238;3237022
01/07/2025;219047759;19780489;58731229;91888855;31173458;17473728;1885664;954885;4510292;712524;9105616;939127;1672381;7297791;3313805;9436277;3660150;4136073;9890082;3415006;2411863;15170184;21834714;4275705;17808140;47970296;11894613;7662253;11616592;2951484;3723124;7559153;3239966
01/08/2025;219158408;19797965;58751462;91931884;31188214;17488883;1887042;955857;4515138;713715;9112161;940371;1673681;7300634;3314231;9439990;3662077;4137526;9894251;3415964;2413296;15173492;21842574;4279005;17814580;47995725;11900334;7668632;11619247;2953708;3726222;7566051;3242902
01/09/2025;219268624;19815396;58771602;91974722;31202905;17503999;1888416;956827;4519976;714891;9118694;941614;1674977;7303469;3314652;9443686;3663998;4138972;9898406;3416919;2414725;15176774;21850389;4282296;17820981;48021056;11906032;7674992;11621881;2955927;3729312;7572929;3245831
01/10/2025;219378405;19832781;58791648;92017370;31217532;17519074;1889786;957796;4524808;716050;9125215;942855;1676271;7306295;3315069;9447364;3665913;4140410;9902547;3417871;2416150;15180029;21858159;4285578;17827344;48046289;11911706;7681334;11624492;2958140;3732393;7579789;3248753
01/11/2025;219487747;19850119;58811600;92059826;31232093;17534109;1891151;958764;4529632;717193;9131722;944094;1677563;7309114;3315480;9451024;3667822;4141840;9906673;3418819;2417571;15183257;21865884;4288850;17833669;48071423;11917357;7687657;11627080;2960347;3735466;7586629;3251667
01/12/2025;219596649;19867410;58831457;92102089;31246589;17549103;1892511;959731;4534448;718319;9138217;945332;1678852;7311924;3315886;9454667;3669725;4143261;9910785;3419763;2418987;15186458;21873563;4292114;17839954;48096458;11922984;7693960;11629645;2962548;3738531;7593451;3254573
01/01/2026;219705107;19884655;58851218;92144158;31261019;17564057;1893867;960696;4539258;719428;9144699;946568;1680138;7314725;3316287;9458291;3671622;4144675;9914882;3420705;2420399;15189632;21881196;4295368;17846200;48121394;11928586;7700245;11632188;2964743;3741587;7600254;3257472
01/02/2026;219813118;19901852;58870883;92186032;31275382;17578969;1895218;961660;4544060;720520;9151169;947802;1681421;7317518;3316683;9461897;3673513;4146080;9918965;3421642;2421806;15192779;21888783;4298612;17852407;48146230;11934165;7706510;11634707;2966932;3744635;7607038;3260364
01/03/2026;219920680;19919001;58890451;92227710;31289678;17593840;1896565;962623;4548855;721595;9157625;949035;1682702;7320303;3317074;9465485;3675398;4147476;9923032;3422576;2423209;15195898;21896324;4301847;17858574;48170964;11939719;7712755;11637204;2969115;3747674;7613802;3263248
01/04/2026;220027790;19936102;58909922;92269190;31303907;17608669;1897907;963585;4553642;722652;9164069;950266;1683980;7323079;3317459;9469054;3677277;4148864;9927085;3423507;2424608;15198989;21903818;4305073;17864701;48195598;11945249;7718981;11639677;2971293;3750705;7620547;3266124
01/05/2026;220134445;19953154;58929294;92310472;31318068;17623456;1899245;964546;4558422;723691;9170500;951495;1685255;7325846;3317839;9472604;3679150;4150244;9931123;3424434;2426002;15202052;21911265;4308289;17870788;48220130;11950754;7725188;11642126;2973464;3753727;7627272;3268993
01/06/2026;220240641;19970158;58948567;92351554;31332161;17638201;1900578;965505;4563195;724712;9176918;952722;1686528;7328605;3318214;9476136;3681016;4151615;9935145;3425358;2427391;15205087;21918664;4311495;17876834;48244561;11956235;7731374;11644552;2975629;3756740;7633978;3271854
01/07/2026;220346377;19987113;58967741;92392435;31346184;17652904;1901906;966463;4567960;725715;9183323;953948;1687798;7331354;3318584;9479649;3682876;4152976;9939153;3426278;2428777;15208094;21926016;4314692;17882839;48268888;11961690;7737540;11646954;2977788;3759745;7640665;3274707
01/08/2026;220451650;20004017;58986814;92433115;31360139;17667564;1903229;967420;4572718;726699;9189715;955172;1689065;7334095;3318948;9483142;3684730;4154329;9943145;3427195;2430157;15211073;21933320;4317879;17888803;48293113;11967120;7743686;11649333;2979941;3762740;7647331;3277552
01/09/2026;220556456;20020872;59005787;92473592;31374024;17682181;1904548;968376;4577468;727665;9196093;956394;1690329;7336827;3319306;9486617;3686578;4155673;9947122;3428108;2431533;15214023;21940577;4321056;17894726;48317234;11972525;7749812;11651687;2982087;3765727;7653978;3280389
01/10/2026;220660793;20037677;59024657;92513865;31387839;17696756;1905862;969330;4582210;728612;9202459;957614;1691590;7339550;3319659;9490071;3688420;4157008;9951083;3429018;2432904;15216944;21947784;4324223;17900607;48341250;11977905;7755917;11654017;2984228;3768704;7660605;3283219
01/11/2026;220764658;20054431;59043426;92553933;31401583;17711286;1907170;970283;4586945;729539;9208811;958833;1692848;7342264;3320007;9493507;3690255;4158334;9955029;3429924;2434271;15219836;21954944;4327381;17906446;48365163;11983258;7762001;11656323;2986362;3771672;7667212;3286040
01/12/2026;220868049;20071134;59062091;92593795;31415256;17725773;1908475;971235;4591672;730447;9215150;960050;1694104;7344968;3320349;9496923;3692084;4159650;9958959;3430826;2435633;15222699;21962054;4330528;17912243;48388970;11988586;7768065;11658605;2988489;3774632;7673799;3288853
01/01/2027;220970961;20087785;59080653;92633449;31428858;17740216;1909774;972186;4596392;731336;9221476;961265;1695357;7347664;3320685;9500319;3693907;4160957;9962873;3431725;2436991;15225533;21969115;4333665;17917997;48412672;11993888;7774108;11660862;2990611;3777581;7680365;3291659
01/02/2027;221073394;20104385;59099111;92672895;31442388;17754615;1911068;973135;4601104;732205;9227789;962478;1696607;7350350;3321016;9503695;3695723;4162254;9966771;3432620;2438343;15228337;21976127;4336792;17923709;48436267;11999164;7780129;11663094;2992726;3780522;7686911;3294456
01/03/2027;221175343;20120932;59117464;92712132;31455845;17768969;1912357;974083;4605808;733053;9234088;963690;1697854;7353027;3321341;9507050;3697533;4163542;9970654;3433512;2439691;15231112;21983088;4339909;17929378;48459757;12004414;7786130;11665301;2994835;3783453;7693437;3297245
01/04/2027;221276805;20137427;59135711;92751158;31469230;17783279;1913641;975030;4610504;733881;9240374;964899;1699097;7355695;3321661;9510386;3699336;4164821;9974520;3434400;2441035;15233858;21990000;4343016;17935003;48483139;12009637;7792109;11667484;2996937;3786375;7699942;3300025
01/05/2027;221377779;20153870;59153852;92789973;31482541;17797544;1914920;975975;4615193;734689;9246646;966107;1700339;7358353;3321974;9513701;3701133;4166089;9978371;3435284;2442373;15236573;21996862;4346112;17940585;48506414;12014833;7798067;11669641;2999032;3789287;7706427;3302798
01/06/2027;221478262;20170259;59171886;92828575;31495779;17811763;1916194;976919;4619873;735476;9252905;967313;1701577;7361002;3322282;9516996;3702924;4167347;9982205;3436165;2443707;15239258;22003673;4349198;17946123;48529580;12020003;7804003;11671773;3001122;3792189;7712891;3305562
01/07/2027;221578249;20186594;59189812;92866963;31508942;17825937;1917463;977862;4624546;736242;9259151;968518;1702812;7363641;3322584;9520270;3704708;4168596;9986023;3437042;2445036;15241913;22010434;4352274;17951617;48552639;12025145;7809917;11673880;3003204;3795082;7719334;3308318
