DATA;Brasil;Norte;Nordeste;Sudeste;Sul;Centro-Oeste;Rondônia;Acre;Amazonas;Roraima;Pará;Amapá;Tocantins;Maranhão;Piauí;Ceará;Rio Grande do Norte;Paraíba;Pernambuco;Alagoas;Sergipe;Bahia;Minas Gerais;Espírito Santo;Rio de Janeiro;São Paulo;Paraná;Santa Catarina;Rio Grande do Sul;Mato Grosso do Sul;Mato Grosso;Goiás;Distrito Federal
01/08/2027;221677739;20202876;59207631;92905136;31522031;17840066;1918727;978804;4629211;736987;9265383;969720;1704044;7366270;3322881;9523523;3706486;4169834;9989824;3437916;2446360;15244537;22017143;4355339;17957066;48575588;12030260;7815809;11675962;3005280;3797965;7725756;3311065
01/09/2027;221776729;20219103;59225340;92943093;31535045;17854148;1919986;979744;4633869;737710;9271601;970921;1705273;7368890;3323171;9526755;3708257;4171063;9993609;3438786;2447679;15247131;22023801;4358393;17962471;48598428;12035348;7821680;11678017;3007349;3800838;7732157;3313804
01/10/2027;221875217;20235276;59242940;92980833;31547984;17868185;1921239;980683;4638518;738412;9277805;972120;1706499;7371500;3323455;9529966;3710021;4172281;9997377;3439652;2448993;15249694;22030407;4361437;17967831;48621158;12040409;7827528;11680047;3009412;3803701;7738537;3316535
01/11/2027;221973198;20251393;59260429;93018354;31560846;17882174;1922487;981621;4643159;739092;9283996;973316;1707722;7374101;3323734;9533156;3711779;4173488;10001129;3440515;2450302;15252226;22036962;4364470;17973145;48643777;12045442;7833353;11682051;3011468;3806554;7744896;3319256
01/12/2027;222070670;20267456;59277808;93055657;31573632;17896118;1923730;982557;4647792;739750;9290173;974512;1708941;7376691;3324006;9536324;3713531;4174686;10004863;3441373;2451607;15254727;22043464;4367492;17978415;48666286;12050447;7839157;11684029;3013517;3809397;7751234;3321970
01/01/2028;222167631;20283462;59295075;93092739;31586342;17910014;1924968;983492;4652417;740385;9296337;975705;1710158;7379271;3324272;9539471;3715275;4175872;10008581;3442229;2452906;15257197;22049914;4370504;17983638;48688683;12055424;7844937;11685980;3015559;3812230;7757550;3324674
01/02/2028;222264078;20299413;59312230;93129599;31598974;17923863;1926200;984426;4657035;740998;9302486;976896;1711372;7381842;3324532;9542596;3717013;4177048;10012282;3443080;2454200;15259635;22056312;4373504;17988815;48710968;12060373;7850695;11687906;3017595;3815053;7763844;3327370
01/03/2028;222360007;20315307;59329272;93166237;31611528;17937664;1927427;985358;4661644;741588;9308622;978086;1712582;7384402;3324786;9545699;3718745;4178214;10015966;3443928;2455490;15262042;22062656;4376494;17993946;48733141;12065294;7856430;11689804;3019623;3817866;7770118;3330057
01/04/2028;222455417;20331144;59346200;93202651;31624004;17951418;1928648;986289;4666245;742155;9314744;979274;1713790;7386953;3325034;9548780;3720470;4179368;10019632;3444772;2456774;15264417;22068947;4379473;17999031;48755200;12070186;7862142;11691677;3021645;3820668;7776369;3332736
01/05/2028;222550304;20346924;59363015;93238840;31636402;17965123;1929865;987219;4670837;742699;9320851;980459;1714994;7389493;3325276;9551839;3722188;4180512;10023282;3445612;2458053;15266760;22075185;4382440;18004069;48777147;12075049;7867830;11693522;3023660;3823460;7782599;3335405
01/06/2028;222644665;20362647;59379714;93274803;31648720;17978781;1931075;988147;4675422;743219;9326945;981643;1716195;7392022;3325511;9554876;3723899;4181644;10026914;3446448;2459327;15269071;22081368;4385397;18009059;48798979;12079884;7873496;11695341;3025668;3826241;7788806;3338066
01/07/2028;222738498;20378311;59396298;93310540;31660959;17992390;1932280;989074;4679998;743716;9333025;982825;1717393;7394542;3325740;9557891;3725603;4182766;10030528;3447281;2460597;15271350;22087498;4388342;18014002;48820697;12084689;7879137;11697132;3027669;3829012;7794992;3340718
01/08/2028;222831799;20393918;59412766;93346048;31673118;18005950;1933480;989999;4684566;744189;9339091;984005;1718587;7397051;3325963;9560883;3727301;4183876;10034125;3448110;2461860;15273596;22093573;4391276;18018898;48842301;12089466;7884756;11698897;3029662;3831772;7801156;3343360
01/09/2028;222924567;20409465;59429116;93381327;31685196;18019461;1934674;990923;4689126;744637;9345142;985184;1719779;7399550;3326180;9563852;3728992;4184975;10037705;3448935;2463119;15275810;22099594;4394199;18023745;48863789;12094213;7890350;11700634;3031649;3834521;7807297;3345994
01/10/2028;223016797;20424954;59445350;93416376;31697194;18032923;1935862;991846;4693678;745062;9351179;986360;1720967;7402038;3326390;9566798;3730676;4186062;10041266;3449757;2464373;15277991;22105560;4397110;18028544;48885161;12098930;7895920;11702343;3033629;3837260;7813417;3348619
01/11/2028;223108488;20440384;59461465;93451193;31709111;18046336;1937045;992768;4698221;745461;9357203;987534;1722152;7404515;3326593;9569721;3732353;4187138;10044810;3450574;2465621;15280139;22111471;4400010;18033295;48906417;12103618;7901467;11704026;3035601;3839987;7819513;3351234
01/12/2028;223199637;20455754;59477461;93485778;31720945;18059699;1938222;993688;4702756;745836;9363211;988707;1723333;7406982;3326790;9572621;3734023;4188203;10048336;3451388;2466864;15282254;22117327;4402899;18037997;48927555;12108277;7906989;11705680;3037566;3842704;7825588;3353840
01/01/2029;223290240;20471063;59493338;93520129;31732698;18073011;1939393;994606;4707282;746186;9369206;989878;1724512;7409438;3326981;9575498;3735686;4189255;10051844;3452198;2468102;15284335;22123126;4405775;18042650;48948577;12112905;7912487;11707306;3039524;3845410;7831640;3356438
01/02/2029;223380294;20486313;59509095;93554246;31744367;18086274;1940559;995524;4711800;746511;9375186;991046;1725687;7411884;3327165;9578351;3737343;4190296;10055333;3453004;2469334;15286383;22128870;4408641;18047254;48969481;12117503;7917960;11708905;3041475;3848105;7837669;3359026
01/03/2029;223469798;20501501;59524730;93588126;31755954;18099486;1941719;996440;4716310;746810;9381152;992213;1726858;7414319;3327342;9581181;3738992;4191325;10058805;3453806;2470562;15288398;22134558;4411494;18051808;48990266;12122070;7923409;11710475;3043418;3850788;7843675;3361604
01/04/2029;223558748;20516629;59540245;93621770;31767457;18112647;1942873;997354;4720811;747083;9387103;993378;1728026;7416742;3327513;9583987;3740635;4192342;10062258;3454605;2471783;15290379;22140189;4414336;18056312;49010933;12126607;7928833;11712018;3045354;3853461;7849659;3364173
01/05/2029;223647141;20531695;59555637;93655176;31778877;18125757;1944021;998267;4725304;747331;9393040;994540;1729191;7419155;3327677;9586770;3742270;4193347;10065693;3455399;2473000;15292326;22145763;4417166;18060766;49031480;12131114;7934232;11713531;3047283;3856122;7855620;3366733
01/06/2029;223734975;20546699;59570906;93688343;31790211;18138816;1945163;999179;4729788;747552;9398963;995701;1730353;7421557;3327835;9589528;3743899;4194340;10069109;3456190;2474211;15294238;22151281;4419984;18065170;49051908;12135589;7939605;11715016;3049204;3858771;7861557;3369283
01/07/2029;223822247;20561641;59586052;93721269;31801461;18151824;1946300;1000089;4734263;747747;9404870;996860;1731511;7423948;3327985;9592262;3745520;4195320;10072507;3456977;2475417;15296117;22156741;4422790;18069523;49072215;12140034;7944954;11716473;3051118;3861410;7867472;3371824
01/08/2029;223908953;20576520;59601073;93753955;31812626;18164779;1947430;1000998;4738730;747915;9410764;998017;1732665;7426327;3328129;9594972;3747134;4196288;10075885;3457760;2476617;15297961;22162143;4425584;18073825;49092402;12144447;7950278;11717901;3053024;3864037;7873363;3374356
01/09/2029;223995092;20591336;59615970;93786398;31823705;18177683;1948555;1001905;4743188;748057;9416642;999172;1733817;7428696;3328266;9597657;3748741;4197244;10079246;3458539;2477812;15299770;22167488;4428367;18078076;49112467;12148830;7955575;11719300;3054923;3866652;7879231;3376877
01/10/2029;224080659;20606089;59630742;93818597;31834697;18190534;1949674;1002811;4747638;748171;9422506;1000325;1734964;7431053;3328396;9600318;3750341;4198187;10082587;3459314;2479001;15301545;22172775;4431136;18082276;49132410;12153180;7960848;11720669;3056814;3869255;7885075;3379389
01/11/2029;224165654;20620779;59645387;93850552;31845603;18203333;1950786;1003716;4752079;748258;9428355;1001476;1736109;7433399;3328520;9602954;3751934;4199117;10085909;3460085;2480185;15303285;22178003;4433894;18086423;49152231;12157499;7966094;11722010;3058698;3871847;7890896;3381892
01/12/2029;224250071;20635404;59659905;93882261;31856422;18216079;1951893;1004619;4756511;748318;9434189;1002625;1737249;7435733;3328636;9605565;3753520;4200035;10089213;3460852;2481363;15304989;22183172;4436640;18090519;49171930;12161786;7971315;11723321;3060573;3874427;7896693;3384385
01/01/2030;224333910;20649965;59674296;93913724;31867153;18228772;1952993;1005521;4760934;748350;9440009;1003772;1738387;7438056;3328745;9608151;3755098;4200940;10092497;3461616;2482535;15306658;22188283;4439373;18094562;49191505;12166041;7976509;11724603;3062442;3876996;7902467;3386867
01/02/2030;224417166;20664461;59688559;93944938;31877796;18241411;1954087;1006421;4765349;748353;9445814;1004917;1739520;7440368;3328848;9610712;3756669;4201832;10095762;3462375;2483702;15308292;22193334;4442094;18098553;49210957;12170264;7981677;11725855;3064302;3879552;7908217;3389341
01/03/2030;224499838;20678893;59702693;93975904;31888351;18253997;1955175;1007320;4769755;748329;9451603;1006060;1740650;7442667;3328943;9613247;3758233;4202711;10099007;3463130;2484864;15309890;22198326;4444802;18102491;49230284;12174455;7986819;11727077;3066155;3882096;7913943;3391804
01/04/2030;224581922;20693258;59716698;94006619;31898817;18266530;1956257;1008217;4774151;748276;9457378;1007201;1741777;7444956;3329031;9615757;3759790;4203576;10102233;3463882;2486020;15311453;22203259;4447498;18106375;49249487;12178613;7991935;11728269;3068000;3884629;7919644;3394257
01/05/2030;224663415;20707558;59730572;94037084;31909193;18279008;1957333;1009113;4778539;748195;9463138;1008340;1742900;7447232;3329112;9618242;3761339;4204429;10105440;3464629;2487170;15312979;22208131;4450182;18110207;49268564;12182738;7997024;11729431;3069837;3887149;7925322;3396700
01/06/2030;224744315;20721792;59744316;94067296;31919480;18291432;1958403;1010007;4782919;748085;9468883;1009477;1744019;7449497;3329186;9620701;3762882;4205268;10108627;3465372;2488314;15314470;22212943;4452853;18113984;49287516;12186831;8002086;11730563;3071666;3889657;7930975;3399134
01/07/2030;224824619;20735959;59757928;94097254;31929676;18303801;1959466;1010900;4787289;747945;9474612;1010612;1745135;7451750;3329253;9623133;3764416;4206094;10111794;3466112;2489453;15315924;22217694;4455511;18117708;49306341;12190891;8007121;11731665;3073488;3892152;7936605;3401557
01/08/2030;224904324;20750059;59771408;94126959;31939782;18316116;1960523;1011792;4791650;747777;9480327;1011745;1746247;7453991;3329312;9625540;3765944;4206906;10114941;3466847;2490586;15317342;22222385;4458156;18121378;49325040;12194917;8012129;11732736;3075301;3894635;7942209;3403970
01/09/2030;224983427;20764092;59784756;94156407;31949797;18328375;1961573;1012682;4796002;747579;9486026;1012876;1747355;7456220;3329364;9627921;3767463;4207705;10118069;3467579;2491713;15318723;22227014;4460788;18124993;49343612;12198910;8017110;11733777;3077107;3897106;7947789;3406373
01/10/2030;225061926;20778058;59797970;94185599;31959720;18340579;1962617;1013570;4800345;747351;9491710;1014004;1748460;7458437;3329409;9630275;3768976;4208490;10121176;3468306;2492834;15320067;22231582;4463408;18128553;49362056;12202870;8022063;11734787;3078904;3899564;7953345;3408766
01/11/2030;225139817;20791955;59811050;94214534;31969551;18352728;1963655;1014457;4804679;747093;9497379;1015131;1749561;7460642;3329446;9632603;3770481;4209261;10124263;3469029;2493950;15321374;22236089;4466015;18132058;49380372;12206795;8026989;11735766;3080693;3902010;7958876;3411148
01/12/2030;225217098;20805784;59823995;94243209;31979289;18364820;1964686;1015342;4809004;746805;9503033;1016256;1750659;7462835;3329476;9634904;3771979;4210018;10127330;3469748;2495060;15322644;22240533;4468609;18135508;49398559;12210687;8031887;11736714;3082475;3904443;7964382;3413520
